,tag,time,alt,range,V,Vz,LD,pDOH,eff_p,mass,m_fl,m_bat,m_NOx,m_CO,oem,m_py,eff,P_req,P_tot,P_motor,P_power_el,P_cables,P_battery,P_loss_motor,P_loss_power_el,P_loss_cables,P_loss_battery,P_GT_out,P_GT_in,P_GT_loss,eta_GT
0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19541.68000892929,0.0,0.0,0.0,0.0,11550,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06208974790458665
1,takeoff,13.916,0,0.0,53.495,0.0,6.154,0.0,0.64,19539.19294860044,2.4870603288475097,0.0,0.022979094281263088,0.008052168352830092,11550,5000,0.21608151215280108,1666428.1943584601,7712035.045275196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841630.4011911415,2751986.240553646,1910355.8393625044,0.30582652950394906
2,climbout,3.933,30,0.0,63.222,7.629,10.5,0.0,0.8,19538.348681648637,0.8442669518035167,0.0,0.009036786339145524,0.001924644133782189,11550,5000,0.2825748393851958,2616452.323355026,9259325.172218794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321440.5673510232,3855232.190306959,2533791.622955936,0.34276549429978903
3,climbout,3.932,60,0.0,63.222,7.63,10.5,0.0,0.8,19537.505207288526,0.8434743601084309,0.0,0.009020766216889407,0.0019263363089461192,11550,5000,0.2827804036290475,2616530.9405398313,9252872.21802048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321480.2729999148,3851879.49940985,2530399.2264099354,0.34307414684243887
4,climbout,3.932,90,0.0,63.222,7.63,10.5,0.0,0.8,19536.662363953623,0.8428433349020354,0.0,0.009006027950680966,0.0019287021308650946,11550,5000,0.2829821866626094,2616417.9843838764,9245875.209464502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321423.2244363013,3848316.308285733,2526893.083849432,0.34337697802833184
5,climbout,3.932,120,0.0,63.222,7.631,10.5,0.0,0.8,19535.820099840203,0.8422641134190574,0.0,0.00899230448405694,0.0019308951629645385,11550,5000,0.2831866664332543,2616496.767391164,9239477.268990202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321463.0138339212,3844990.4759351145,2523527.462101193,0.34368433994951236
6,climbout,3.931,150,0.0,63.222,7.632,10.5,0.0,0.8,19534.978628690333,0.8414711498690465,0.0,0.008976315275245155,0.0019325989712496942,11550,5000,0.2833906197676076,2616575.6114412444,9233105.928442331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321502.8340612345,3841677.5760390577,2520174.741977823,0.34399108407836854
7,climbout,3.931,180,0.0,63.222,7.619,10.5,0.0,0.8,19534.138465404183,0.8401632861492359,0.0,0.008948558755186718,0.0019372826096304223,11550,5000,0.2835495646373511,2613971.6112164403,9218746.692697655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320187.6824325456,3835240.194296441,2515052.5118638957,0.34422555447657655
8,climbout,3.938,210,0.0,63.222,7.601,10.5,0.0,0.8,19533.298376122646,0.8400892815356658,0.0,0.008931730997835322,0.0019463070148631283,11550,5000,0.2836924698905486,2610409.8509637318,9201547.901397785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318388.8136180465,3827695.4446543143,2509306.6310362676,0.3444340942692509
9,climbout,3.946,240,0.0,63.222,7.583,10.5,0.0,0.8,19532.458151748488,0.8402243741590127,0.0,0.008917144548270679,0.0019558366454064027,11550,5000,0.2838352421690993,2606848.397299497,9184371.811539972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316590.0996462107,3820163.2698290073,2503573.1701827967,0.3446423638603127
