,tag,time,alt,range,V,Vz,LD,pDOH,eff_p,mass,m_fl,m_bat,m_NOx,m_CO,oem,m_py,eff,P_req,P_tot,P_motor,P_power_el,P_cables,P_battery,P_loss_motor,P_loss_power_el,P_loss_cables,P_loss_battery,P_GT_out,P_GT_in,P_GT_loss,eta_GT
0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19586.084235068032,0.0,0.0,0.0,0.0,11550,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06208974790458665
1,takeoff,13.916,0,0.0,53.495,0.0,6.154,0.0,0.64,19583.59269461642,2.4915404516103985,0.0,0.023052863282308732,0.00804552993033776,11550,5000,0.21618332843910976,1670214.7907182646,7725918.565402687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843542.8235950832,2756481.473058758,1912938.6494636748,0.3060215828909734
2,climbout,3.933,30,0.0,63.222,7.629,10.5,0.0,0.8,19582.746810911933,0.8458837044904224,0.0,0.009068150331888269,0.0019191291509754224,11550,5000,0.28267557172382135,2622397.8001679876,9277058.446104826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324443.3334181756,3862185.3335918575,2537742.000173682,0.34292588755352005
3,climbout,3.932,60,0.0,63.222,7.63,10.5,0.0,0.8,19581.901719716167,0.8450911957668031,0.0,0.009052105211108575,0.0019208164613948961,11550,5000,0.28288064747984454,2622476.636402482,9270611.68646871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324483.1496982232,3858832.7207397246,2534349.5710415016,0.3432341450251631
4,climbout,3.932,90,0.0,63.222,7.63,10.5,0.0,0.8,19581.057259179426,0.8444605367414569,0.0,0.009037345665670148,0.0019231776062409924,11550,5000,0.28308194373338647,2622363.463723596,9263619.675415972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324425.991779594,3855269.1417813236,2530843.1500017294,0.34353658410671795
5,climbout,3.932,120,0.0,63.222,7.631,10.5,0.0,0.8,19580.213377371067,0.8438818083588051,0.0,0.009023605092413694,0.001925364388906145,11550,5000,0.28328592995521806,2622442.465672837,9257228.080785353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324465.891753958,3851943.558049996,2527477.666296038,0.34384353555389435
6,climbout,3.931,150,0.0,63.222,7.632,10.5,0.0,0.8,19579.370288461105,0.8430889099613692,0.0,0.009007590502388238,0.0019270633969360154,11550,5000,0.28348939668406453,2622521.5285670967,9250862.851458859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324505.8225086348,3848631.0274440167,2524125.2049353817,0.34414985823888555
7,climbout,3.931,180,0.0,63.222,7.619,10.5,0.0,0.8,19578.528508801464,0.8417796596410252,0.0,0.00897975631030681,0.0019317632388802105,11550,5000,0.2836479633293834,2619911.650395452,9236490.259417465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323187.7022199254,3842186.426179169,2518998.723959244,0.34438404477311074
8,climbout,3.938,210,0.0,63.222,7.601,10.5,0.0,0.8,19577.68680234675,0.8417064547124546,0.0,0.008962884477698035,0.0019408021550304587,11550,5000,0.28379054543467946,2616341.8354622647,9219270.611904414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321384.765384982,3834631.7823176417,2513247.01693266,0.34459234690490687
9,climbout,3.946,240,0.0,63.222,7.583,10.5,0.0,0.8,19576.844959642603,0.8418427041478579,0.0,0.008948260834482977,0.0019503451419014448,11550,5000,0.2839330240343909,2612772.3275816655,9202072.694668999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319581.9836271037,3827089.8202103144,2507507.8365832106,0.34480036937167763
