,tag,time,alt,range,V,Vz,LD,pDOH,eff_p,mass,m_fl,m_bat,m_NOx,m_CO,oem,m_py,eff,P_req,P_tot,P_motor,P_power_el,P_cables,P_battery,P_loss_motor,P_loss_power_el,P_loss_cables,P_loss_battery,P_GT_out,P_GT_in,P_GT_loss,eta_GT
0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19996.789611688866,0.0,0.0,0.0,0.0,11550,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06208974790458665
1,takeoff,13.916,0,0.0,53.495,0.0,6.154,0.0,0.64,19994.25659543556,2.5330162533075877,0.0,0.023741325620851725,0.007980462776341225,11550,5000,0.21710465130700723,1705237.9319662452,7854451.397979824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861231.278770831,2798058.307744849,1936827.028974018,0.3077960442736297
2,climbout,3.933,30,0.0,63.222,7.629,10.5,0.0,0.8,19993.395736816197,0.8608586193618122,0.0,0.009361208482967457,0.0018663759546528904,11550,5000,0.2835861259944593,2677388.941319149,9441184.514687646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352216.6370298732,3926547.3194769323,2574330.6824470586,0.3443780316418054
3,climbout,3.932,60,0.0,63.222,7.63,10.5,0.0,0.8,19992.535670592206,0.8600662239932663,0.0,0.009344919351854579,0.0018680167900432156,11550,5000,0.28378717314931334,2677469.8007601816,9434780.899527982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352257.4751314048,3923200.8153125094,2570943.3401811044,0.3446821967036343
4,climbout,3.932,90,0.0,63.222,7.63,10.5,0.0,0.8,19991.676232483493,0.8594381087129412,0.0,0.0093299467173563,0.0018703337292727195,11550,5000,0.28398447964614937,2677354.622659788,9427820.231569797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352199.3043736303,3919639.0900805346,2567439.7857069043,0.34498056410235656
5,climbout,3.932,120,0.0,63.222,7.631,10.5,0.0,0.8,19990.817369531578,0.8588629519134718,0.0,0.00931602922458158,0.0018724620097279592,11550,5000,0.2841844278983714,2677435.647018995,9421472.058900027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352240.2257671694,3916321.4604116385,2564081.234644469,0.3452832560953864
6,climbout,3.931,150,0.0,63.222,7.632,10.5,0.0,0.8,19989.95929997379,0.8580695577884098,0.0,0.009299758368432564,0.0018741167721564704,11550,5000,0.28438391182371353,2677516.7315509934,9415148.397039972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352281.1775510067,3913017.959801151,2560736.7822501445,0.3455852212903531
7,climbout,3.931,180,0.0,63.222,7.619,10.5,0.0,0.8,19989.102553387835,0.8567465859570244,0.0,0.009271182780775801,0.001878969523354175,11550,5000,0.28453926457929457,2674852.484494718,9400644.541798545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350935.5982296555,3906509.970672881,2555574.3724432257,0.345816498196973
8,climbout,3.938,210,0.0,63.222,7.601,10.5,0.0,0.8,19988.245873259948,0.856680127886607,0.0,0.009253887463629934,0.0018881432849816567,11550,5000,0.28467894632366886,2671208.1676752996,9383230.485327989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349095.0341794442,3898866.145837646,2549771.111658202,0.3460224033645556
9,climbout,3.946,240,0.0,63.222,7.583,10.5,0.0,0.8,19987.389046682878,0.8568265770691451,0.0,0.009238907448265225,0.001897809558876977,11550,5000,0.2848186706737493,2667564.162293776,9365833.201817678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347254.627421099,3891235.6368012093,2543981.0093801105,0.34622797310949016
10,climbout,3.957,270,0.0,63.222,7.564,10.5,0.0,0.8,19986.531481950027,0.8575647328510232,0.0,0.0092298397565163,0.0019091298687822257,11550,5000,0.2849553578243246,2663724.363652102,9347865.51826933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345315.3351778295,3883388.45800658,2538073.1228287504,0.34642821590616935
11,climb,3.966,300,0.0,63.222,7.546,10.5,0.7770263180455996,0.8,19986.23971380872,0.291768141305469,6.701176127373658,0.000695381601753546,0.009762815980636089,11550,5000,0.427921875211166,2660080.854055456,6216276.867694108,1098858.4964010129,1144167.5306132995,1155724.778397272,1216552.3983129181,54942.92482005069,45309.03421228662,11557.24778397273,60827.61991564596,299559.6072349247,1396266.3190629983,1096706.7118280737,0.21454331680502908
12,climb,34.119,544,2821.404,83.34,7.017,16.0,0.7699619566626528,0.73,19983.760297600787,2.479416207934129,56.41259204874081,0.005815677788276708,0.08433681696729414,11550,5000,0.3926135137325416,2397041.815476562,6105347.1967587145,981196.7073080974,1021654.2141900222,1031973.9537272952,1086288.3723445213,49059.83536540491,40457.50688192485,10319.73953727296,54314.41861722612,278490.30759092467,1308626.5222111882,1030136.2146202635,0.21281114425249395
13,climb,34.773,788,2876.205,83.34,6.883,16.0,0.7627621841497065,0.73,19981.234802695108,2.5254949056796425,56.325048768537584,0.005963673738888035,0.08637220391744563,11550,5000,0.3923188200176206,2370474.9954052255,6042215.857242735,961248.6363463878,1000883.628015814,1010993.5636523374,1064203.751212987,48062.43181731943,39634.99166942621,10109.935636523383,53210.18756064939,284023.3891099344,1303721.2661589133,1019697.8770489789,0.21785591482045688
14,climb,35.45,1032,2933.149,83.34,6.749,16.0,0.7554222383416387,0.73,19978.661532352984,2.5732703421242826,56.23176156327476,0.006117709389212312,0.0884778258310112,11550,5000,0.39198712083627574,2343909.288631508,5979556.888580803,941329.7189196023,980143.3974589779,990043.8358171494,1042151.4061233152,47066.48594598016,38813.67853937549,9900.438358171503,52107.570306165806,289529.337042291,1299063.2900703428,1009533.9530280519,0.22287546669617098
15,climb,36.156,1276,2992.366,83.34,6.614,16.0,0.747936114769382,0.73,19976.03860313635,2.6229292166361056,56.13499242141369,0.006276364482808664,0.09067489507828735,11550,5000,0.39163628837409087,2317148.689396254,5916583.213001227,921360.5465656563,959350.8398226325,969041.2523460934,1020043.4235222037,46068.02732828286,37990.29325697622,9690.412523460942,51002.17117611023,294984.5966193203,1294442.163591515,999457.5669721947,0.22788549764237137
16,climb,36.891,1520,3053.996,83.34,6.48,16.0,0.7402978089638692,0.73,19973.363925210484,2.6746779258655837,56.041302612325616,0.006441878724291731,0.09295941376279647,11550,5000,0.39128262189200647,2290585.1771918423,5854042.702218554,901496.6442957135,938667.8928526796,948149.3867198784,998051.9860209246,45074.83221478572,37171.248556966086,9481.493867198793,49902.59930104628,300439.38852101285,1289900.157366365,989460.7688453521,0.23291677794227938
17,climb,37.655,1764,3118.189,83.34,6.345,16.0,0.732501316456033,0.73,19970.635661393728,2.728263816754567,55.93828324558847,0.006611773956948039,0.09533820807923032,11550,5000,0.3909081957876329,2263826.7563533355,5791197.986504216,881582.179296762,917932.2983098313,927204.3417271023,976004.5702390551,44079.10896483814,36350.11901306929,9272.043417271032,48800.228511952795,305843.7763111748,1285296.4942496386,979452.7179384639,0.23795581617121553
