,tag,time,alt,range,V,Vz,LD,pDOH,eff_p,mass,m_fl,m_bat,m_NOx,m_CO,oem,m_py,eff,P_req,P_tot,P_motor,P_power_el,P_cables,P_battery,P_loss_motor,P_loss_power_el,P_loss_cables,P_loss_battery,P_GT_out,P_GT_in,P_GT_loss,eta_GT
0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19162.471602898026,0.0,0.0,0.0,0.0,11550,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06208974790458665
1,takeoff,13.916,0,0.0,53.495,0.0,6.154,0.0,0.64,19160.02277680326,2.448826094765018,0.0,0.022354272097714383,0.008105728486270709,11550,5000,0.21519455055732378,1634090.9757027726,7593551.84167399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825298.4725771579,2713596.10241015,1888297.6298329923,0.30413460273035764
2,climbout,3.933,30,0.0,63.222,7.629,10.5,0.0,0.8,19159.192302603216,0.8304742000420515,0.0,0.008771400467866612,0.0019702633607696167,11550,5000,0.28169603257413706,2565678.4413653547,9107967.967884379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295797.192608765,3795876.544798881,2500079.3521901155,0.34136968821714436
3,climbout,3.932,60,0.0,63.222,7.63,10.5,0.0,0.8,19158.36262121098,0.8296813922356335,0.0,0.00875560337666353,0.0019719922118393266,11550,5000,0.2819056926350988,2565755.185984525,9101466.38757544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295835.9525174368,3792526.886320651,2496690.9338032138,0.341681414887635
4,climbout,3.932,90,0.0,63.222,7.63,10.5,0.0,0.8,19157.533573564986,0.8290476459966769,0.0,0.008741054910654474,0.001974393245733026,11550,5000,0.2821115518505082,2565644.0769512616,9094431.121738696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295779.8368440715,3788970.8393061985,2493191.002462127,0.3419872814543336
5,climbout,3.932,120,0.0,63.222,7.631,10.5,0.0,0.8,19156.70510900132,0.8284645636651607,0.0,0.008727484890493674,0.001976634849637845,11550,5000,0.28232017100383994,2565720.9881922016,9087983.260527652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295818.6809051523,3785647.0114869643,2489828.3305818117,0.34229780985210445
6,climbout,3.931,150,0.0,63.222,7.632,10.5,0.0,0.8,19155.877437712184,0.8276712891332108,0.0,0.00871171718479038,0.0019783755762430707,11550,5000,0.28252821570684866,2565797.961263717,9081563.60540637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295857.5561937965,3782335.2045171084,2486477.648323312,0.34260780341366887
7,climbout,3.931,180,0.0,63.222,7.619,10.5,0.0,0.8,19155.051062364506,0.8263753476785355,0.0,0.008684620869579869,0.0019829204035747253,11550,5000,0.2826901838115657,2563244.1561303195,9067326.362626426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294567.7556213734,3775961.9726811047,2481394.217059731,0.34284448969229725
8,climbout,3.938,210,0.0,63.222,7.601,10.5,0.0,0.8,19154.224767738062,0.8262946264432098,0.0,0.008668168947373635,0.001991819066340727,11550,5000,0.2828355461024761,2559751.180092549,9050316.395397868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292803.626309368,3768503.481847936,2475699.855538568,0.3430549109312285
9,climbout,3.946,240,0.0,63.222,7.583,10.5,0.0,0.8,19153.398347793674,0.8264199443864084,0.0,0.008653899819590154,0.002001232563419596,11550,5000,0.2829805075641434,2556258.5066702804,9033337.768294346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291039.649833475,3761056.555765488,2470016.9059320134,0.3432651518771723
