,tag,time,alt,range,V,Vz,LD,pDOH,eff_p,mass,m_fl,m_bat,m_NOx,m_CO,oem,m_py,eff,P_req,P_tot,P_motor,P_power_el,P_cables,P_battery,P_loss_motor,P_loss_power_el,P_loss_cables,P_loss_battery,P_GT_out,P_GT_in,P_GT_loss,eta_GT
0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19588.803364339306,0.0,0.0,0.0,0.0,11550,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06208974790458665
1,takeoff,13.916,0,0.0,53.495,0.0,6.154,0.0,0.64,19586.311549520186,2.4918148191214615,0.0,0.02305738475831963,0.008045120915353457,11550,5000,0.21618954927193826,1670446.666057523,7726768.8085899055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843659.9323522844,2756756.7417294495,1913096.809377165,0.30603350654110123
2,climbout,3.933,30,0.0,63.222,7.629,10.5,0.0,0.8,19585.465566798874,0.845982721312712,0.0,0.009070072942888181,0.001918790246972151,11550,5000,0.2826817254419179,2622761.876322439,9278144.429825667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324627.210263858,3862611.1419204012,2537983.931656543,0.3429356882156364
3,climbout,3.932,60,0.0,63.222,7.63,10.5,0.0,0.8,19584.620376581253,0.8451902176188663,0.0,0.009054026290393258,0.0019204772570382274,11550,5000,0.28288677143650315,2622840.725968794,9271698.046006078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324667.0333175727,3859258.5372364195,2534591.5039188466,0.3432439212186481
4,climbout,3.932,90,0.0,63.222,7.63,10.5,0.0,0.8,19583.775817000398,0.8445595808564704,0.0,0.009039265439027501,0.001922838113290616,11550,5000,0.28308803804061805,2622727.540029128,9264706.33723073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324609.8687015797,3855694.93798847,2531085.06928689,0.3435463360056783
5,climbout,3.932,120,0.0,63.222,7.631,10.5,0.0,0.8,19582.931836117965,0.8439808824315408,0.0,0.009025523814154128,0.0019250245111451826,11550,5000,0.2832919942067774,2622806.55538366,9258315.127215523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324649.775446293,3852369.373134633,2527719.59768834,0.3438532620168868
6,climbout,3.931,150,0.0,63.222,7.632,10.5,0.0,0.8,19582.088648130266,0.8431879877004042,0.0,0.009009507663680366,0.0019267232237099128,11550,5000,0.2834954313072714,2622885.631677255,9251950.268060565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324689.7129683106,3849056.8688277663,2524367.155859456,0.3441595585912312
7,climbout,3.931,180,0.0,63.222,7.619,10.5,0.0,0.8,19581.246769478126,0.8418786521381567,0.0,0.008981668705149808,0.0019314240588923298,11550,5000,0.2836539748133272,2620275.393562994,9237576.85852066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323371.410890401,3842611.8276584875,2519240.416768086,0.34439372755920633
8,climbout,3.938,210,0.0,63.222,7.601,10.5,0.0,0.8,19580.40496398217,0.8418054959531052,0.0,0.008964794167043214,0.001940463863235985,11550,5000,0.28379653703644836,2616705.0853931694,9220355.937807312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321568.224946045,3835056.5794372372,2513488.3544911924,0.34460201500859583
9,climbout,3.946,240,0.0,63.222,7.583,10.5,0.0,0.8,19579.563022166112,0.8419418160607289,0.0,0.008950168241231389,0.0019500076671667527,11550,5000,0.28393899750279356,2613135.0843043886,9203156.689593788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319765.1940931256,3827514.019356324,2507748.825263198,0.34481002222823254
10,climbout,3.957,270,0.0,63.222,7.564,10.5,0.0,0.8,19578.720361959087,0.8426602070240803,0.0,0.008941284257867567,0.001961227887099697,11550,5000,0.28407814810550064,2609373.2868256383,9185406.565860081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317865.296376585,3819759.108144636,2501893.811768051,0.3450126720207519
11,climb,3.966,300,0.0,63.222,7.546,10.5,0.34984914994105304,0.8,19578.124259389722,0.5961025693637773,2.9555819015517786,0.004815855345697326,0.002392917429899516,11550,5000,0.3330155236614255,2605803.7748464644,7824871.784342902,484656.1592467957,504639.89925738826,509737.27197715983,536565.549449642,24232.807962339808,19983.74001059256,5097.3727197716025,26828.27747248212,855639.1612642636,2742359.8848882327,1886720.723623969,0.3120083421505912
12,climb,34.119,544,2821.404,83.34,7.017,16.0,0.34852383244083346,0.73,19573.116456508225,5.0078028814977005,25.01377604876144,0.0397913591378944,0.02062938977991555,11550,5000,0.3071582671779655,2348094.648636135,7644575.775900128,435070.14666479424,453009.3155610102,457585.16723334364,481668.5970877302,21753.507333239733,17939.16889621599,4575.851672333441,24083.42985438653,772589.7488685135,2498903.415942686,1726313.6670741725,0.3091715125680685
13,climb,34.773,788,2876.205,83.34,6.883,16.0,0.34717311098255105,0.73,19568.089467873597,5.026988634629305,25.10968544317459,0.03939297079602066,0.021170099737339045,11550,5000,0.3083423459408253,2321764.3952563666,7529826.589896743,428524.27861226693,446193.5429115649,450700.5483955201,474421.62989002117,21426.213930613365,17669.264299297956,4507.005483955205,23721.08149450108,765510.2157508548,2458710.797926212,1693200.5821753573,0.3113461804440444
14,climb,35.45,1032,2933.149,83.34,6.749,16.0,0.3457960921548367,0.73,19563.041922522483,5.047545351112589,25.207983521897,0.03900781444227865,0.021727417420418574,11550,5000,0.30951693392655644,2295445.0571961068,7416218.001632119,421986.1406350608,439385.81907024235,443824.0596669115,467183.2207020121,21099.30703175306,17399.678435181584,4438.2405966691185,23359.161035100627,758428.8518492715,2419094.2204959453,1660665.3686466736,0.3135176982456615
