set_id,climb_h0,climb_h1,cruise_h0,cruise_h1,TOM,Mf,M_NOx,M_batt,eff,M_CO,M_CO2,eff_GT_cl,eff_GT_cr,eff_cl,eff_cr
0.0,0.019019463443289822,0.04239157567619317,0.1769866695434803,0.13635587878637875,18488.123493559167,1053.1148402989,6.390926195964578,885.0008005606355,0.2863439976371408,11.297862230460126,3159.3445208966996,0.35839246969404054,0.39786139442568685,0.27635526516996267,0.3742681138708281
0.0,0.24872102965108722,0.24723155994919654,0.24898451045800518,0.24630612896480594,19570.910963982416,1019.6020655763027,6.0129928666091566,2001.316948316084,0.29682562138023977,11.587728804594093,3058.806196728908,0.34469044477312477,0.395449637472158,0.30895795650314756,0.39374464323996006
0.0,0.24753086100701543,0.24781711665618383,0.22804050090586026,0.24232468838575186,19497.310632207907,1021.8290225629328,6.047203941502535,1925.4789559875296,0.29638338338338466,11.206252398924274,3065.4870676887986,0.34445784903308796,0.3960055081001881,0.30872785511614054,0.3911598256702854
0.0,0.06114437931870963,0.10312216590446752,0.11944061340903121,0.056397990499227404,18250.701613514404,1060.4780280498405,6.395149811296594,640.2184848695664,0.2857142132139321,11.468071148289114,3181.4340841495214,0.3540925742669359,0.4004498523662737,0.28240709883499265,0.36128007631552145
0.0,0.2423347531418294,0.0013706240686408855,0.010946024215312336,0.010772844558431114,17969.991130026407,1070.0455479983,6.416366213505134,349.94304958073207,0.2851320106093708,11.650030888993856,3210.1366439948997,0.3478642631100332,0.40260268559271634,0.2905173745081715,0.3476553237160236
0.0,0.21051539835143168,0.1526865162549804,0.14412826376154195,0.19105923031884406,18938.19588478957,1039.0160243072849,6.193346000968342,1349.1784471153087,0.2919849025772395,11.104967873492512,3117.0480729218543,0.3479650697539762,0.3983177141512759,0.2986285786910028,0.37717818270490844
0.0,0.048899959505887394,0.24936712697370106,0.24026551133065527,0.032538054622778756,18652.85611081368,1048.0692321246886,6.29428674415874,1054.7771048777963,0.28904036655393117,11.443035395201374,3144.2076963740656,0.35158560512389136,0.3992575193805155,0.2901122065754266,0.37010056362725896
0.0,0.24087920687860134,0.24771808654123906,0.010265808591077535,0.010772844558431114,18246.494380459266,1061.650883986706,6.332476207894528,634.8383955835895,0.288435037249166,11.584188901683383,3184.952651960118,0.33987584499370177,0.4031013546398248,0.30521825680362874,0.3477928802512418
0.0,0.2400874632073492,0.24849793250270225,0.01670497345574906,0.06790984133353392,18415.452722509635,1056.0445571200285,6.288774282917763,809.4011336968813,0.2895541527900507,11.476808409049667,3168.1336713600854,0.34059164059858615,0.40237110225830425,0.3056129692534729,0.35358266973642744
0.0,0.2466936067278004,0.15103153522757481,0.0009831383913496416,0.2459361846827972,18756.661976077816,1044.9444329582857,6.207633822508798,1161.7163592601128,0.2912067601864139,11.579003920697069,3134.833298874857,0.3454210589848277,0.3996220216143062,0.301223367643666,0.36890701147253474
0.0,0.0023968121592367053,0.23948478142876567,0.22133546882874722,0.24613750302398693,19137.15867682037,1032.7776848747965,6.190167876015826,1554.379519138517,0.29139673141882866,12.018458815470112,3098.3330546243897,0.3557773382238401,0.3951509407927308,0.28669354243644607,0.3903258721092087
0.0,0.018679099158926432,0.010191409648628573,0.0006959226530010841,0.017662305867129302,17708.293481067223,1077.7910759594731,6.550057912166691,80.50139172036728,0.2811039982597296,11.739241393962486,3233.373227878419,0.3564586421116281,0.4021474840276885,0.2733668755188867,0.34719695483341717
0.0,0.20499884749324263,0.20721943366754808,0.1558647882956183,0.2497855526332698,19202.83206267038,1030.7903857397314,6.118346489920887,1622.040255209231,0.29388245567700855,11.383335347781312,3092.371157219194,0.3472676228491695,0.39703248262434354,0.30191708767017184,0.3844737471987908
0.0,0.24279297425994775,0.244599211456221,0.06342555729193766,0.24937490129719397,19045.654081163673,1035.8484961588788,6.138086591016728,1459.8040993394252,0.29356539658833347,11.384335759092401,3107.5454884766364,0.3431236226725888,0.3988869826372957,0.307106851141498,0.37540898859141764
0.0,0.2131150171141935,0.19360733878028963,0.23514904865947772,0.2482693520335787,19415.479158424067,1024.3387963464543,6.059831958837811,1841.1343750659723,0.29515298888889835,11.708926257890303,3073.016389039363,0.34812772729281843,0.3954002253134111,0.30224608236504524,0.3923422535821835
0.0,0.0007858339508192841,0.24287230897096315,0.19393748448943882,0.22569300731406447,19004.416505382436,1036.7883891141887,6.244561573877276,1417.626655840425,0.2906145404696771,11.417045884633431,3110.365167342566,0.35527697467213926,0.396224134271895,0.2865177673609989,0.38541118010225095
0.0,0.17965750477889147,0.2301781404976767,0.23426940631728238,0.22253061369546953,19336.368619815043,1026.69777524634,6.106510894227231,1759.662441867641,0.294550874741753,11.23119593958701,3080.0933257390197,0.3482655175266902,0.39603177303571907,0.30135952228035523,0.3894805733686856
0.0,0.0010379234293735103,0.0969100320802797,0.18146176173514283,0.19224613705211616,18696.210114571873,1046.536021225071,6.349198672354904,1099.6730095944347,0.28778439817255,11.238122008962518,3139.608063675213,0.35837389710814704,0.3967488383902896,0.27819764043236284,0.38043665773141366
0.0,0.0006539699796161761,0.04283648736602397,0.02279541935601756,0.11758362473658024,18029.42355162335,1067.389871983259,6.482586182523574,412.0307028086962,0.28323351079201314,11.561671369008192,3202.169615949777,0.357479194783888,0.40053569212129,0.27425978764527364,0.35824348020797353
