set_id,climb_h0,climb_h1,cruise_h0,cruise_h1,TOM,Mf,M_NOx
0.0,0.19885761113686856,0.21892166145316408,0.24999115964848298,0.24985220565447075,19402.2912697017,952.021079798717,9.862862932667177
0.0,0.006132146954770545,0.1673056624240924,0.24862282945006495,0.24874594290762084,19081.896553149836,958.3284830642554,10.179485939739148
0.0,0.0741438306717517,0.03545060806150896,0.20889924092791315,0.1875443454244051,18698.025696495657,974.5547143321139,10.4616318235482
0.0,0.07812204920981142,0.24234644477096934,0.19967624442823556,0.1315793843866389,18815.715474040753,973.6884824938337,10.248030978153366
0.0,0.016888840736422307,0.020358692003030227,0.24965202704108788,0.055938228047531624,18373.47098730637,985.9883989190455,10.691208935356515
0.0,0.008644593993514665,0.23932747911958274,0.2441873858856632,0.008464574001778385,18521.21287304494,983.0758347604831,10.462116779524967
0.0,0.1768271687795917,0.20644848879004782,0.15139334482822206,0.249628504498025,19073.29573756052,965.2996344771202,10.06929118742556
0.0,0.17532858690416586,0.046573981457187316,0.2084053025807354,0.24995061998326923,19002.05239460485,965.1081847964936,10.23157704024037
0.0,0.22876165921877584,0.20762734106002395,0.0034126803690575046,0.09636727018141453,18320.587527779295,995.4282161082106,10.505514813935314
0.0,0.24968441852304823,0.24733671759716178,0.19996194772399115,0.24390086890531473,19344.265905048844,955.7394484857797,9.85547058810151
0.0,0.006882298534759844,0.06373875988720515,0.21744526952672438,0.24729863001004632,18843.03919398149,965.8419267993671,10.392425086486401
0.0,0.015083987231956503,0.11290562969945292,0.028232440786642846,0.13337249770555862,18121.900937054153,998.8764355081524,10.7642999876512
0.0,0.23909373712521656,0.22210096794689319,0.11079574737965199,0.06096958497052411,18542.840028505267,987.8229276330183,10.363242891341143
0.0,0.05391867703033657,0.23333347904431218,0.2482616946461337,0.2379555451573629,19204.950881967947,955.8963435043921,10.038472897681054
0.0,0.24150163802425703,0.21771756474956855,0.01485124274862136,0.0011542689013056273,18133.096067525694,1001.9099154105479,10.61637353753356
0.0,0.20397548204238408,0.059854627295317694,0.007310306773526117,0.010848563781931986,17898.572741450254,1011.4182964710026,10.838045584674816
0.0,0.004867281544587723,0.0005295009075261328,0.007253833031612148,0.00018265974444997557,17591.675186090113,1017.5148905497729,11.164056895894536
0.0,0.19832821178357304,0.19188047061293192,0.016732935506636154,0.24947120591000416,18703.96101742814,979.8832552166558,10.28844022353056
0.0,0.05560541613539108,0.03627418267898112,0.24938969964227795,0.24995061998326923,18957.211590406463,961.6305407683194,10.328173695741942
0.0,0.24755081108774263,0.2310751239728938,0.11473186092276091,0.16504094089933752,18855.665889816813,975.7799170218836,10.160398226487033
0.0,0.22574048079179218,0.24672944332427638,0.24048696752985085,0.07275336676723484,18947.024398717786,971.5921839414934,10.110641320424513
0.0,0.23361351447798145,0.24382587104623926,0.24907381785703867,0.24992361671383045,19480.285761436033,949.6242243651957,9.790247803651788
0.0,0.2406722554383407,0.24677214143438844,0.1557176898273813,0.2394649590345833,19192.08355541137,961.8068811484675,9.95008121286795
0.0,0.21284024512748947,0.18215872666172359,0.24004990876000346,0.24560759552038636,19324.120276060607,955.5560191981217,9.919175822195236
0.0,0.004996542365149813,0.0003995779795674583,0.012753787576177872,0.1275619577996574,17912.19141491178,1004.4194328840285,10.9707015012682
0.0,0.007296955854667539,0.000980947419753686,0.15516351515121393,0.22417721752096062,18525.691052741226,977.7721071355102,10.608215130386192
0.0,0.0012520804958729278,0.0010700376991742769,0.20009761101308637,0.24954621260801618,18706.12273549227,969.0556637296097,10.509340319393836
1.0,0.00017001751235168339,0.21748581254463936,0.2212533375004599,0.44430196837370295,19632.055205909517,934.0084429264057,9.912095442418465
1.0,0.2364320295911448,0.24374819271028636,0.07112298724963066,0.2590692843872147,18997.453124810963,969.0204578704363,10.07265886952505
1.0,7.347055517755146e-05,0.009807389108161375,0.07959697183132695,0.3474242133858319,18653.01913237344,971.1466800632181,10.554441177353768
1.0,0.060121677838544996,0.24937669026761025,0.20888706541543753,0.4330910179503523,19688.006354229692,934.4941620206798,9.818658755195434
1.0,0.20440637661651467,0.2467506480248809,0.07179976633779478,0.4849860309149281,19611.653366363844,941.9515964915211,9.805910682220755
1.0,0.03352695480709564,0.0003179923655963618,0.014846455157414395,0.29710888251986073,18374.666923572695,984.502237867872,10.696565927757163
1.0,0.0397383336493503,0.010700052284068562,0.17132632293100802,0.37345105926311384,19023.937773213212,956.1775763442406,10.336936782565733
1.0,0.24627114678530038,0.23009766432138923,0.22888340394139678,0.4438785672939123,19995.773252124152,927.2435520956467,9.576216944699919
1.0,0.08525039788745858,0.11363410666674437,0.07665314816327358,0.25239211599239475,18636.120477680102,979.5100453457183,10.43401817710117
1.0,0.03357193570956479,0.07191107153037749,0.1704567487008041,0.28492707357730895,18859.672050374415,966.4686620404657,10.368764810701503
1.0,0.1186337099169325,0.23043141815491155,0.2289231148460598,0.4987750179429098,19996.10519465487,923.2464315098906,9.693804685432559
1.0,0.2364320295911448,0.2439232792163047,0.05853435499804448,0.337703223547978,19182.00403138643,960.8636920201809,9.971607847976152
1.0,0.2364320295911448,0.24710128381623078,0.22890957983844387,0.3385298268692547,19689.989953070144,940.3525728876228,9.686597090425039
1.0,0.035136654750862806,0.2042806596616548,0.24322134005733145,0.3562002229064266,19463.027085269317,942.8704842817306,9.949103756916816
1.0,0.23639709740054826,0.2390632655523676,0.19860966307532396,0.25030207558552287,19330.219692713297,956.0480813619222,9.873386961119213
1.0,0.12888617840213856,0.24409431351806687,0.23454154647344294,0.4535172111411209,19909.604497692737,927.359527615167,9.687481488758117
1.0,0.002530821141032022,0.007880525366859861,0.2215265812936359,0.4564307873844056,19350.945523880306,938.9246311952531,10.223338938120627
1.0,0.004782715156484006,0.22976690589989449,0.15048643830068545,0.29093594823015334,19011.552676395408,962.1247093996845,10.176671160192269
1.0,0.136055748519255,0.013976750825565099,0.23328938712261002,0.3850696381067215,19356.95233007254,945.3858180463387,10.113904200517904
1.0,0.04312310750225479,0.1404301809179423,0.2214441473391388,0.4997547774388137,19734.624583145564,929.5416679274927,9.950213753119378
1.0,0.24254749584245588,0.245660002770826,0.22890957983844387,0.2909951892197251,19554.86304043465,946.4891614742055,9.747639281783883
1.0,0.06010039163737357,0.23734345580070865,0.2348742039275174,0.2895520473146339,19326.889718423612,950.6107107841523,9.96714517183219
1.0,0.009180638072711411,0.0009664105050473087,0.05952689582536967,0.45583951884628005,18888.760046917945,960.0472597067196,10.470538093910028
1.0,0.21118154457646166,0.20751607121713211,0.22931714126617248,0.4058774615236696,19799.729995168404,934.5448430915164,9.691771169468769
1.0,0.002475742857948486,0.24407379090219877,0.24656393244125305,0.49700082662001605,19912.068791318132,922.2783970051348,9.793393419381665
1.0,0.19781745255930938,0.18526027827155986,0.02431151509504538,0.29440947646321725,18836.460222217902,974.3121756410133,10.216540734173583
1.0,0.23317171262131386,0.2466902120881214,0.23068061653381083,0.40633501114119946,19894.975056875544,931.2741214255975,9.605336037419221
1.0,0.06599020100215654,0.11158749347918849,0.2497105120514662,0.2906473626768332,19194.3483240881,954.097946276492,10.141081015878896
1.0,0.020636664747062286,0.00015797697447359187,0.207901504843461,0.4171298985653408,19210.59212104624,945.947636419487,10.27050281797389
1.0,0.0090907347708865,0.07463450607597716,0.24148623330328708,0.49791731790803995,19642.22867534036,929.303336678825,10.068735884527538
1.0,0.05112979590881131,0.22347836374944666,0.22865531897527552,0.48101911253555596,19840.43066659126,927.1942523055959,9.802857537452052
1.0,0.233105799932465,0.22372114202014273,0.22688057424501526,0.2826588775215881,19479.713200862876,949.5062899925858,9.8030176889607
1.0,0.10813943674166185,0.006699831455332705,0.24325275160893806,0.4517516569848733,19533.237264754825,935.6436750399565,10.08386407807538
2.0,0.01046706797019431,0.05182343034037863,0.19700582569972874,0.6714514985847487,19998.699101722494,913.9122643054543,10.084976399603413
2.0,0.07262748366888586,0.0657321103672239,0.2279894327487315,0.5919658984450337,19955.2832202401,918.6108961548105,9.982496715865565
2.0,0.020821365982234503,0.2245731640542541,0.11864815064532584,0.5235253804716152,19597.66555017341,936.6953691034582,9.96115050824598
2.0,0.1432854684089585,0.217146600470653,0.10750702181620485,0.524631315132037,19713.962432886758,936.1168138944136,9.838649073348297
2.0,0.1090194542072095,0.05196296885944464,0.011901949595625752,0.5035135128043524,19081.862911713102,957.5315337861539,10.315926699444844
2.0,0.14222132789103265,0.22348141987544695,0.15922696721614782,0.529109277266167,19893.926512702154,928.611738391226,9.751638193131921
2.0,0.011040217367173137,0.19882591408112413,0.16641599563790543,0.5320814829872087,19714.446677479587,930.8519717047031,9.941874038840469
2.0,0.10463927349337722,0.012667736898132179,0.19205975817727605,0.5282527308949654,19611.610075727185,932.6511110138412,10.095253100441418
2.0,0.16257496617530254,0.22743468622983942,0.07693309037260972,0.5006830626435266,19591.053479862516,941.7395006771826,9.86319469212113
2.0,0.0378216916265641,0.23089052483640046,0.18208592813433255,0.5098816131504288,19779.867155798915,929.5764265387149,9.850305804094887
2.0,0.2473364122514518,0.2052832344929634,0.01739538251557362,0.5007971540777066,19487.741977846395,947.5380654825392,9.888448590352299
2.0,0.24640337481629496,0.22789448810659174,0.11237435969923511,0.5196663566226266,19864.424571493037,932.7575088263989,9.689435056253403
2.0,0.07176029104924683,0.10861414965320682,0.21352054432780168,0.5504815162514536,19851.310468040236,924.781292382723,9.951242141324597
2.0,0.10357972127169976,0.23900922143458284,0.012215262447011724,0.5002948210608584,19341.64152448777,949.7947255162276,10.022054572771971
